-2.572776862037786941e+03 -2.602663153054445047e+03 -1.460757404338991206e-01 -1.461978080815242720e-01
-2.572835489031337602e+03 -2.602720409338041463e+03 -1.459249168244598771e-01 -1.460898764380544890e-01
-2.572879605947113305e+03 -2.602763366096430218e+03 -1.458922072086770716e-01 -1.461147002100915415e-01
-2.572912197590350388e+03 -2.602794976099180076e+03 -1.459462161406377689e-01 -1.462438309795288660e-01
-2.572935628031289070e+03 -2.602817582729062906e+03 -1.460637536550018212e-01 -1.464578509508100979e-01
-2.572951779802215242e+03 -2.602833052020801006e+03 -1.462284897285290319e-01 -1.467442347779979173e-01
-2.572962156831548327e+03 -2.602842874067978300e+03 -1.464296821720630637e-01 -1.470978308543635649e-01
-2.572967962827227439e+03 -2.602848240472669659e+03 -1.466611159218520755e-01 -1.475176313374504389e-01
-2.572970162380768215e+03 -2.602850104418824685e+03 -1.469202358561143840e-01 -1.480088718135448289e-01
-2.572969529236390827e+03 -2.602849228248341205e+03 -1.472074156950711477e-01 -1.485788702325407939e-01
-2.572966684614804308e+03 -2.602846221464568316e+03 -1.475253100762063396e-01 -1.492376615960893105e-01
-2.572962127667887671e+03 -2.602841571082151404e+03 -1.478782378407585418e-01 -1.499998739759575983e-01
-2.572956259682018754e+03 -2.602835665936993792e+03 -1.482716257075170352e-01 -1.508782583869106020e-01
-2.572949403335411262e+03 -2.602828816352201557e+03 -1.487113792736270979e-01 -1.518861353615648113e-01
-2.572941818059529851e+03 -2.602821270152565376e+03 -1.492033873393247279e-01 -1.530384923448764312e-01
-2.572933712332735013e+03 -2.602813225603214505e+03 -1.497531039961495780e-01 -1.543454788725284743e-01
-2.572925253543462532e+03 -2.602804841671241320e+03 -1.503652834665855920e-01 -1.558205035244100145e-01
-2.572916575908277991e+03 -2.602796246045694716e+03 -1.510438412645402628e-01 -1.574690064853712101e-01
-2.572907786817306260e+03 -2.602787541380435869e+03 -1.517918170293001967e-01 -1.593001595451823960e-01
-2.572898971902656285e+03 -2.602778810158945362e+03 -1.526114062563609097e-01 -1.613164775371842552e-01
-2.572890199076051431e+03 -2.602770118485310832e+03 -1.535040457797188229e-01 -1.635230688211777306e-01
-2.572881521747813622e+03 -2.602761519039532686e+03 -1.544705377033936955e-01 -1.659204071929707425e-01
-2.572872981411187084e+03 -2.602753053397244912e+03 -1.555111771176429514e-01 -1.685039845228857303e-01
-2.572864609745928647e+03 -2.602744753883884187e+03 -1.566259746689305232e-01 -1.712715065395968850e-01
-2.572856430362701303e+03 -2.602736645098983445e+03 -1.578146631953375734e-01 -1.742158743945765309e-01
-2.572848460275537491e+03 -2.602728745208769396e+03 -1.590769943690291954e-01 -1.773293235132769041e-01
-2.572840711159360126e+03 -2.602721067068818684e+03 -1.604126559587871204e-01 -1.806006989190791501e-01
-2.572833190425365046e+03 -2.602713619209225726e+03 -1.618214294037890189e-01 -1.840181664697411179e-01
-2.572825902132376086e+03 -2.602706406695514943e+03 -1.633031962250588442e-01 -1.875676913323331974e-01
-2.572818847745576932e+03 -2.602699431868548345e+03 -1.648579433034562669e-01 -1.912338134657147748e-01
-2.572812026753388182e+03 -2.602692694965637202e+03 -1.664857434196352071e-01 -1.950000652141170576e-01
-2.572805437156353946e+03 -2.602686194627763598e+03 -1.681867267139678102e-01 -1.988491408119443804e-01
-2.572799075845044172e+03 -2.602679928302403368e+03 -1.699610467616240184e-01 -2.027630080506241939e-01
-2.572792938886645516e+03 -2.602673892555259044e+03 -1.718088484109971115e-01 -2.067234634564556472e-01
-2.572787021739774900e+03 -2.602668083308600671e+03 -1.737301776692578847e-01 -2.107110919996557641e-01
-2.572781319416113547e+03 -2.602662496012619158e+03 -1.757247789168062957e-01 -2.147084058051405009e-01
-2.572775826603862242e+03 -2.602657125778872341e+03 -1.777925849732049091e-01 -2.186978307404388033e-01
-2.572770537764917663e+03 -2.602651967473229888e+03 -1.799331541304173554e-01 -2.226624694667407311e-01
-2.572765447213871084e+03 -2.602647015782276867e+03 -1.821458145625296787e-01 -2.265861132509598974e-01
-2.572760549183827607e+03 -2.602642265260263230e+03 -1.844296362624162078e-01 -2.304542245133234246e-01
-2.572755837881851676e+03 -2.602637710360491837e+03 -1.867833343496396181e-01 -2.342535891125407943e-01
-2.572751307535243086e+03 -2.602633345455887593e+03 -1.892054152632604846e-01 -2.379730676584586035e-01
-2.572746952428865825e+03 -2.602629164852382019e+03 -1.916940506895191965e-01 -2.416028073994311853e-01
-2.572742766934730753e+03 -2.602625162799203736e+03 -1.942468367175415878e-01 -2.451350807955350319e-01
-2.572738745532939902e+03 -2.602621333485813921e+03 -1.968594020525288035e-01 -2.485641495431991643e-01
-2.572734882825511704e+03 -2.602617671119038732e+03 -1.995345484958754856e-01 -2.518841348351088527e-01
-2.572731173543806563e+03 -2.602614169807412054e+03 -2.022634681077850605e-01 -2.550936339061991021e-01
-2.572727612550657796e+03 -2.602610823709517717e+03 -2.050447134184571196e-01 -2.581904555545406765e-01
-2.572724194838513995e+03 -2.602607626988421089e+03 -2.078748746200592135e-01 -2.611740880433899292e-01
-2.572720915524913380e+03 -2.602604573835467363e+03 -2.107497126992258774e-01 -2.640450800927283126e-01
-2.572679599127502115e+03 -2.602601658542908353e+03 -2.136663481301655509e-01 -2.668045194732258096e-01
-2.572671558547162476e+03 -2.602598875415614657e+03 -2.166206818534110179e-01 -2.694542850408652157e-01
-2.572711860868737858e+03 -2.602596218903070621e+03 -2.196087882694177373e-01 -2.719967988005009829e-01
-2.572639255701741149e+03 -2.602593683550072456e+03 -2.226277472989752204e-01 -2.744344385105250694e-01
-2.572706431997915388e+03 -2.602591264026316367e+03 -2.256724819933106641e-01 -2.767706639046991768e-01
-2.572673842876913113e+03 -2.602588955122530933e+03 -2.287402325357466015e-01 -2.790083046834297420e-01
-2.572657351822336295e+03 -2.602586751805155018e+03 -2.318274866695980430e-01 -2.811508080853855063e-01
-2.572672764522237685e+03 -2.602584649160386107e+03 -2.349312110542651211e-01 -2.832016550942171307e-01
-2.572648853383541791e+03 -2.602582642381367350e+03 -2.380466921749085640e-01 -2.851641395650403865e-01
-2.572672192343840834e+03 -2.602580727040998681e+03 -2.411741488919585674e-01 -2.870423621588997776e-01
-2.572650443428143717e+03 -2.602578898546207256e+03 -2.443056282581137773e-01 -2.888385530281993852e-01
